name,male_count,female_count
PETEY,26,0
RAIMUND,7,0
SHENAN,25,27
TORAN,316,0
ADDAM,720,0
AMIT,2775,190
ANDREJ,282,0
ANTERO,66,0
APOLLO,2834,0
ARIK,2239,0
BERNALDO,31,0
GAMALIER,46,0
JOAB,655,0
KAMRAN,1850,10
LANARD,339,0
LINNY,6,0
LORNELL,6,0
LOTHARIO,6,0
MARKOS,868,0
NICKLOUS,244,0
PRENELL,16,0
RAJESH,683,0
RAYMONE,643,0
RICKARDO,79,0
RODDNEY,6,0
SANJIV,124,0
SHAUGHN,387,5
SHONN,242,5
TORR,13,0
ZAK,1350,0
ABDEL,542,0
ATUL,212,0
CHADRICK,2347,0
CLAYNE,5,0
DANALD,5,0
DARLY,104,72
DARRIC,100,0
DEEPAK,554,0
DELMONTE,59,0
DEVELL,181,0
EARIC,11,0
ELRICK,30,0
ENDRE,56,0
EVERICK,46,0
FABION,185,0
FERDINAN,5,0
FREDERI,15,0
GARRITT,200,0
GIANFRANCO,948,0
GREGORG,5,0
GREYSON,25226,520
GY,5,0
ILAN,2103,41
JACEK,458,0
JE,10,0
JENARD,51,0
JER,10,12
KARNELL,167,0
KEITHAN,689,0
KEMAL,274,0
KENNEN,231,0
KLINTON,575,0
KRIEG,43,0
KRISTER,36,16
LANGE,5,0
LEONZO,15,0
PANTELIS,194,0
RODGERICK,110,0
RORRY,21,0
SANTEE,57,0
SCHON,117,0
SHANTON,43,15
SOTERIOS,5,0
THATCHER,2696,11
TORLAN,5,0
TORLAND,5,0
TORRIN,677,100
TOURE,387,0
TRAMPIS,29,0
TWAN,211,27
TYLON,1044,0
TYRICE,917,29
VIJAY,1438,0
INDIRA,0,2106
TAMITHA,0,454
ANISSA,5,11765
LAINIE,0,1662
YESENIA,314,38280
ROMUNDA,0,54
TAMANTHA,0,143
AGENA,0,15
DONYALE,79,354
TABBATHA,0,748
BERNAY,0,13
TAMMATHA,0,153
CHERISH,0,9584
TRENELL,286,144
LEISL,0,79
TIFFINEY,0,1040
DESHON,2324,166
FILICIA,0,83
GENIFER,0,185
KAPRICE,0,373
LACHON,0,45
MONQUIE,0,305
REBEKKA,0,2022
SALISA,0,116
STAVROULA,0,432
TASCHA,0,205
TITIA,0,24
BERONICA,0,1011
DENESSA,0,151
FALISHA,0,905
HYDEE,0,143
JAVONNE,308,362
KIMBRLY,0,44
KINBERLY,0,350
LACHELL,0,189
LAMANDA,0,364
LATONYIA,0,107
LISEL,0,89
ORIANA,0,2893
RASHAWN,5955,709
ROISIN,0,613
ROSHONDA,0,1069
SHEVA,0,278
TABATHIA,0,183
TEFFANY,0,253
YAVETTE,0,40
ANGELICIA,0,443
CANDECE,0,33
CHANTINA,0,45
CHARMELLE,0,101
DANEILLE,0,476
FELCIA,0,130
KACIE,32,11839
KALPANA,0,31
KIRAN,2142,1738
LACONDA,0,123
LACRESHA,0,1177
LADONYA,0,215
LASHA,0,1033
LISSETE,0,432
LYNSEY,0,4882
MECHILLE,0,69
MOLLYANN,0,121
NICHOLLE,0,1837
RASCHELLE,0,105
ROMONDA,0,101
SHAMARIE,11,128
SHAVELLE,0,122
SIRENA,0,2773
SYNETHIA,0,123
TAISHA,0,2729
TAMETHA,0,85
TAMPATHA,0,27
TAURA,0,433
TIFFENY,0,838
TIFFIANY,0,839
TRACIANN,0,19
YOLANDIA,0,18
AMEENA,0,1222
AMMY,0,1060
AMORETTE,0,486
ASHLEE,258,43101
CARAMIA,0,189
CARONDA,0,53
CASUNDRA,0,30
CHANIN,11,301
CHRISTNE,0,60
CIMBERLY,0,60
CINTHYA,0,1730
CINTIA,0,851
CORBIE,5,12
CORENTHIA,0,23
CORTINA,0,259
CORVETTE,0,80
DEANDRIA,0,696
DEEDDRA,0,6
DEIADRA,0,6
DEIDRIA,0,18
DENAH,0,58
DENNITA,0,6
DETRINA,0,12
DUSHON,34,6
ERICCA,0,580
EVAGELIA,0,99
GININE,0,6
HANAN,97,1586
HELEEN,0,22
JANETA,0,17
JENEENE,0,17
JESICA,0,4677
JULL,0,150
KASSI,0,2034
KIERSTIN,0,3213
KIMBLYN,0,6
KRISTIANNE,0,323
LARUA,0,207
LISL,0,60
LIZET,0,2464
MAELYNN,0,1075
MALESSA,0,74
MALIKA,36,4252
MANDEE,0,887
MONDAY,0,30
NATALY,10,12884
ONDRIA,0,85
QUENTELLA,0,23
RASHON,1770,118
RETONIA,0,6
SEEMA,0,1117
SHANELLE,0,4349
SHARRONE,0,31
SHAUNTA,37,1193
SHELITHA,0,86
SHELLANE,0,28
SHONETTE,0,160
SIMMONE,0,184
SULYN,0,11
SUNDAI,0,65
TABBITHA,0,699
THONDA,0,26
TIKA,0,348
TRACINA,0,103
TRISIA,0,52
TRIVIA,0,160
TYJUANA,0,51
VARONDA,0,11
VERITY,0,830
WYNDE,0,23
YANIRE,0,11
AINE,0,1262
ALISYN,0,641
ANALICIA,0,1808
ANNMARIA,0,11
ARELI,72,5441
ARIKA,0,2222
ASHLY,122,10976
AYUMI,0,450
BARBARE,0,5
BECKETT,11740,440
BEDAR,0,5
BELKYS,0,112
BRANA,0,31
CAMILLIE,0,5
CAPRICIA,0,267
CASONYA,0,51
CASSANDER,0,24
CELISSA,0,44
CERINA,0,513
CEZANNE,0,38
CHALON,22,133
CHARO,6,238
CHERISA,0,178
CHRISA,0,92
CHRISOULA,0,98
CHYNTHIA,0,5
CICI,0,71
COLEENA,0,10
COULETTE,0,5
CURTINA,0,69
DALEENA,0,57
DANELE,0,46
DANIKA,0,9626
DANNETT,0,38
DARLETA,0,5
DAVANNA,0,91
DAVILYN,0,20
DELEATRICE,0,5
DEMEATRICE,18,41
DENITTA,0,5
DIENNE,0,5
DONYEL,79,96
DORCA,0,30
DORISSA,0,64
DUSTINE,96,146
ELEASA,0,5
EVONN,0,5
FAVIOLA,0,1956
FELINDA,0,5
FINOLA,0,144
FRITA,0,5
GISSELLE,0,9258
HADASSA,0,875
IVELIS,0,168
IVETT,0,650
JALENA,0,939
JAMARA,45,868
JAMELYN,0,84
JEANIFER,0,100
JENEA,0,810
JENNILYN,0,333
JIMENA,8,11273
JINJER,0,5
JOCELIN,0,2513
JOCLYN,0,628
JOELE,0,21
JONNITA,0,26
JOWELL,641,5
JOYANNA,0,608
JUJUAN,446,5
JULIN,0,5
KACEE,201,2061
KAISA,0,544
KALINDA,0,388
KAMY,0,111
KANDISE,0,256
KARELYN,0,135
KARLIE,0,9893
KASONDRA,0,874
KATHLEENA,0,128
KEASHA,0,705
KEISA,0,391
KELE,89,75
KELLEYE,0,16
KENDREA,0,626
KIMBRLEY,0,5
KIMLY,0,39
KONNY,0,5
KORRIE,30,719
KORTNEY,436,5254
LACHEL,0,10
LADONNIA,0,10
LALAINE,0,74
LALONI,0,78
LASHAWNE,0,78
LASHAY,10,2749
LASHEL,0,22
LATESHA,0,3109
LAURALEA,0,23
LAVONDIA,0,5
LEGINA,0,43
LEISEL,0,106
LENNI,0,48
LETONYA,0,182
LINNAEA,0,143
LORENCITA,0,15
LORESA,0,39
LORIDA,0,5
LORRISA,0,5
MADINA,0,893
MALEE,0,288
MARIALISA,0,18
MARJORI,0,25
MARQUISE,9770,392
MARYKATHLEEN,0,83
MELANNE,0,18
MIECHELLE,0,27
MIKAELA,0,17487
MIMMA,0,11
MINKA,0,299
MONEQUE,0,5
NATASCHA,0,907
NATRICE,0,23
NEIA,0,21
NESHELL,0,21
NICKOLE,0,2505
NIDYA,0,77
PAISLEY,29,28121
PEMELA,0,5
PERTRINA,0,5
QUAN,1276,39
RACHELLA,0,91
RADHIKA,0,973
RESHA,0,257
RHODESIA,0,95
ROSAELIA,0,28
ROSANGELA,0,331
ROSHAUN,386,55
ROSSALYN,0,32
SABRINIA,0,197
SALA,0,199
SANDHYA,0,490
SHALAMAR,83,234
SHALYN,0,1973
SHANNYN,0,526
SHANTI,140,1745
SHARETTA,0,263
SHARO,0,11
SHAVAUN,0,92
SHAWNICE,0,435
SHEIL,0,5
SHELANE,0,23
SHELONDA,0,279
SHERRONDA,0,195
SILKE,0,42
SOMMER,0,5782
SONDREA,0,27
SONNI,20,440
STEPHANINE,0,143
SUDHA,0,15
SUPRINA,0,111
TABBETHA,0,214
TACI,0,146
TAFFETA,0,5
TAMATHIA,0,10
TAMATHY,0,15
TANJALA,0,25
TASHI,73,421
TATUM,4057,18599
TAVI,63,122
TAYNE,11,5
TEASHA,0,665
TEHA,0,5
TIFANY,0,960
TIFFIN,0,60
TIFFONY,0,137
TIYA,0,639
TRACYLEE,0,12
TRAYCEE,0,10
TREDA,0,5
TRENEE,0,113
TYRENA,0,95
ULISA,0,17
URSELA,0,35
VALANDA,0,21
VALESIA,0,15
VERONICE,0,16
WENDYLEE,0,5
XIMENA,12,21027
XINA,0,23
YVELLE,0,5
ZANDRIA,0,537
ZARINA,0,1030
JARRED,13069,8
HEITH,572,0
ALFY,15,0
TAVIO,133,0
TREMELL,570,0
TREMELLE,18,0
CHRISTOHER,1090,0
KARRIEM,490,5
TREV,78,0
JAROD,11647,5
DEREN,231,0
JERRICK,1933,0
SULTAN,1274,0
TREAVOR,740,0
ARUN,1286,0
CHRISTIPHER,620,0
DIETRICK,189,0
JETH,8,0
CHRISTOHPER,424,0
DEJON,2406,77
JERRID,1086,0
JONDAVID,297,0
KEIL,317,0
KRISTOFOR,805,0
MURICE,77,0
REMON,161,0
REZA,865,0
SAMER,1352,5
STAVROS,860,0
TRAMELL,634,0
ALONDO,43,0
ANDRZEJ,335,0
BRITAIN,690,580
DEMETRIE,297,17
ERIL,34,0
ISAI,5662,27
JARRAD,1897,0
JOVAN,8989,1079
JUSTEN,3946,5
LAVALE,55,0
MONDO,33,0
RAMESH,181,0
RAVINDRA,113,0
SANDEEP,806,115
TRENTEN,3109,0
TREVEN,1035,0
AMAURY,1184,5
ANAND,1676,0
ANDRIUS,114,0
ANTIONIO,381,0
APOSTOLOS,221,0
BRADDOCK,369,0
BREON,2150,290
BRIA,55,13835
BRYEN,422,0
DAKTARI,5,0
DAMIN,539,0
DELAWRENCE,130,0
DEMIAN,1640,14
DEONDRE,3715,15
DERAY,190,0
DEREL,65,0
DEVAL,72,0
DIJON,1339,69
EDMONDO,5,0
FRANKIN,28,0
GANNON,5139,0
GREGGERY,16,0
HENRIQUE,429,0
IRIC,21,0
JABIN,551,0
JERAMY,4448,5
JERRET,453,0
JOHNATHEN,1298,0
JOHNATON,243,0
KARSON,11555,1614
KENDRIC,2121,0
KHAN,291,0
KYNAN,365,0
LATROY,827,0
MARLVIN,5,0
MURAT,284,0
NABIL,1563,49
NAEEM,1574,0
NILESH,177,0
RAEF,296,0
RAHUL,3250,0
RAJAN,948,0
RAKESH,440,0
RASHID,2244,0
RUNDY,5,0
SAINTJOHN,5,0
SANJEEV,435,0
SANTONIO,843,0
SAVOY,171,12
SEANN,517,5
SHADD,243,0
SHUAN,176,0
TARANCE,219,0
TERAL,5,0
TERREN,520,169
TERRICK,818,0
TOOD,54,0
TREGG,42,0
TREMEL,337,0
TRUMELL,5,0
VINICIO,267,0
WARRAN,5,0
CINNAMON,0,2022
SIVI,0,47
CARRIEANN,0,669
JOELY,0,1588
MALETTE,0,20
TINEKE,0,23
ANESSA,0,2528
MILETTE,0,17
TAHNEE,0,919
BUFFI,0,194
NECHELLE,0,295
ANNISSA,0,1150
MELETTE,0,13
RONISUE,0,13
KERITH,0,189
TIFANI,0,872
TINEKA,0,255
TWIGGY,0,12
ANNISA,0,646
CARIANNE,0,496
CHAREMON,0,17
FELISHIA,0,331
MARISAL,0,84
NICHELL,0,56
AMYBETH,0,116
CHANDI,0,242
CHRISTIEN,898,136
ICHELLE,0,79
SAPRINA,0,365
SHANNEL,0,1245
SVETLANA,0,717
TINI,0,10
ALESSIA,0,3247
CAMARA,81,696
CHALENE,0,132
KIMBERL,0,62
LASHAUNDA,0,1421
ROSAISELA,0,444
TALETHA,0,242
ALECEA,0,124
DELISIA,0,115
DORIT,0,40
ELISABETTA,0,251
FRANCHON,0,91
GEISHA,0,137
KARIMA,0,1347
KARTIKA,0,13
LAKESHA,6,8168
LASEAN,399,155
MELIZA,0,1013
NIKKY,0,117
SHERECE,0,260
SHONTE,80,1008
TAMICA,0,2138
TIFFINIE,0,304
TRACA,0,26
ALISSIA,0,769
ANJENETTE,0,82
ANNESSA,0,624
ATHEA,0,186
BUFFEY,0,96
CAMARO,13,19
CELICIA,0,351
CHARNESSA,0,23
CHENOA,0,1633
CHERINA,0,210
CRETIA,0,17
DANYALE,50,927
DEVARA,0,7
DIONDRA,5,688
JAMMI,0,172
JILLANNE,0,56
KAELA,0,6154
KASSONDRA,0,927
KAWANDA,0,423
KODI,2385,2555
LAMARA,0,341
LARRA,0,215
LASHAE,0,1581
LATESA,0,182
MALI,38,982
MARETTE,0,17
MICHELLIE,0,31
MILESSA,0,94
MIRIA,0,105
MONE,0,509
SABRENNA,0,7
SHARAY,5,739
SHARONN,0,43
SHAUNTE,88,1699
SHONTELL,6,652
SOBRINA,0,12
TAHIRIH,0,89
TALAYA,0,1247
TANDEKA,0,7
TANGULA,0,55
TARONDA,0,175
TENESHA,0,1438
TIERA,6,4042
TOIYA,0,123
AMGELA,0,11
ANESIA,0,456
ANNESA,0,39
ARIELLA,0,8576
AUDRIS,0,102
CARMALA,0,6
CARRISSA,0,960
CHARMARIE,0,18
CHERLYL,0,6
CIA,0,70
CRISSI,0,48
CRYSTINA,0,622
CYRSTAL,0,962
DANAMARIE,0,163
DANESSA,0,679
DARHONDA,0,33
DEANGELIA,0,11
DEMARIE,64,104
DEMETRIAS,127,49
DENISSA,0,72
DERENA,0,12
DESHAUN,5164,231
DORALYNN,0,6
DYNELLE,0,6
ELIZABEHT,0,53
ESA,278,51
EURIKA,0,81
FAUNA,0,123
GAELEN,156,18
GALIA,0,313
GRISELL,0,170
ILISSA,0,249
INDI,6,240
JALANDA,0,40
JINNIFER,0,148
JOLIENE,0,66
JOSELIN,0,3868
JOVANKA,0,55
KALEY,25,12832
KARIANNE,0,997
KASSAUNDRA,0,400
KEITA,435,189
KELY,10,232
KENDRIA,0,1041
KEYA,0,1712
KIRSTA,0,264
KRISI,0,146
KRISY,0,81
LADONIA,0,48
LAINI,0,318
LAKEITHA,0,917
LAKESHIA,0,4708
LAKISHA,12,12307
LAQUANDA,0,1539
LASHAWNDA,0,2226
LASHONNA,0,429
LATANGELA,0,143
LATESE,0,88
LISET,0,1019
LORIANNA,0,356
LUREEN,0,6
MAIREAD,0,1151
MALETHA,0,6
MARIXSA,0,27
MEGANN,0,797
MELISSSA,0,133
MELLETTE,0,6
MIKALA,10,3953
MILISSIA,0,36
MIRJANA,0,112
MYCHELE,0,57
NACHELLE,0,449
NESHIA,0,81
NURIA,0,590
PATRISIA,0,410
PHYLISA,0,6
QUANTINA,0,225
RAQUELLE,0,777
RHONI,0,17
RICHELLA,0,23
RONIQUE,10,329
SELICIA,0,76
SHALISA,0,863
SHANAE,0,3430
SHAWNIA,0,168
SHAWNY,0,87
SHELLENA,0,52
SHEVETTE,0,62
SHINELL,0,17
SHONE,335,51
SHONTEL,19,771
SMITA,0,134
TAFFANY,0,219
TAHNYA,0,48
TALI,60,1012
TAMMYANN,0,6
TASSY,0,27
THEIA,0,310
TIMIKA,0,1006
TINAKA,0,11
TOIE,0,6
TYA,0,766
VANGELA,0,11
VIANEY,0,3235
VICTORI,0,40
VIRIGINA,0,6
ZOEY,194,71128
ZULEIKA,0,1086
ADREANNE,0,109
AIMIE,0,548
ALICHA,0,265
AMDREA,0,16
AMETHYST,0,2823
ANAT,0,50
ANEESA,0,1402
ANESA,0,442
ANESHA,0,795
ANICIA,0,578
ANNELI,0,322
ANNISSIA,0,27
ANTONITTE,0,16
ANTRINA,0,10
ARASELY,0,244
ARIANN,6,419
ARNISSA,0,36
ASHLEA,0,3151
AUNDREIA,0,5
BEATRIZE,0,32
BETHANI,0,1020
BRANDYE,0,485
CAMELLE,0,107
CARDINE,0,10
CARIANN,0,281
CARRIANN,0,105
CHANNEL,0,1479
CHARLLA,0,5
CHARLOTE,0,10
CHARNEL,0,66
CHAUNTELLE,0,202
CHINETA,0,5
CHRISINE,0,15
CIRCE,0,117
COREENE,0,5
CRISSANDRA,0,15
CRYSTALYN,0,647
CYNITA,0,10
CYTNHIA,0,5
DAIANA,0,940
DANGELA,0,366
DANYELE,0,327
DAWM,0,5
DAWNDRA,0,10
DENESIA,0,71
DENETRIA,0,266
DENICA,0,194
DESREE,0,217
DONATELLA,0,216
DONYELLE,15,373
DORRA,0,5
DULCEY,0,105
DYVONNE,0,5
ELANNA,0,438
ELLISSA,0,481
ERIKKA,0,981
FARYL,0,5
FEBIE,0,5
FELICHA,0,226
GAELYN,0,64
GEORGY,21,15
GIGETTE,0,5
GUENDOLYN,0,5
GWANA,0,10
IJEOMA,0,477
ILLANA,0,162
IMBERLY,0,74
JAMELL,2000,75
JANDRA,0,20
JARA,0,779
JAYANN,0,45
JI,158,250
JONNETTA,0,50
JOYMARIE,0,15
JOZETTA,0,11
JULYNN,0,15
JUSTI,5,17
KAIJA,0,862
KAITLYN,232,161297
KARINNE,0,287
KASSIA,0,689
KEENYA,0,280
KEIA,0,597
KISTA,0,79
KRISTELLE,0,261
KRYSTYN,0,711
KURSTIN,0,463
LACONIA,0,41
LACRESIA,0,162
LAINEE,0,866
LAKEISHA,36,12798
LASHONNE,0,65
LECHELLE,0,166
LECRETIA,0,62
LEEANA,0,650
LENNIA,0,5
LETRIANA,0,5
LIAT,0,455
LISSET,0,1442
LISSETT,0,607
LITONYA,0,26
LOVI,0,10
LUANDA,0,25
LYSSETTE,0,55
MAGALLY,0,110
MANAL,0,1090
MARIALANA,0,5
MARIZELA,0,50
MARIZOL,0,332
MARQUESA,0,75
MARTRICE,11,123
MARUEEN,0,26
MARYN,0,2041
MEISHA,0,1016
MEKA,0,579
MELAINIE,0,107
MELIZZA,0,123
MELLINDA,0,27
MICELLE,0,29
MICHAELYNN,0,15
MOLETTE,0,5
MOLISSA,0,5
MYKA,301,2222
NACY,0,35
NAGELA,0,5
NATARSHA,0,501
NATINA,0,179
NEISA,0,47
NICHELLA,0,5
NICOLLETTE,0,1224
PAGEANT,0,5
PATREECE,0,42
PAULYN,0,5
RASHMI,0,302
RAYCHELL,0,163
RENDI,0,135
RESHON,18,5
RICHAEL,0,24
ROIANN,0,10
ROSHON,166,60
SAIRA,0,2823
SANGITA,0,84
SANIA,0,1668
SANTITA,0,61
SECRET,0,623
SERRA,0,710
SHAELA,0,1066
SHANLEY,0,456
SHANNIE,0,91
SHARIFA,0,526
SHARMEL,0,117
SHARMILA,0,180
SHAUNETTE,0,154
SHAWNDELL,258,146
SHAWNTAY,35,694
SHAYLEEN,0,494
SHELANDA,0,125
SHELAYNE,0,5
SHENETTE,0,43
SHERISA,0,68
SHERITHA,0,124
SHINA,0,426
SHIRLETHA,0,5
SHOLANDA,0,309
SHONDEL,24,24
SHONNETTE,0,39
SHOSHANNAH,0,217
STEFENIE,0,40
STEPAHNIE,0,397
SUELYN,0,5
SULYNN,0,5
TABRINA,0,91
TAJANA,0,91
TALISHA,0,2886
TAMERRA,0,138
TAMILLA,0,17
TAMMETHA,0,5
TAMMIA,0,29
TANGULAR,0,5
TANISE,0,79
TANISHA,21,19097
TARAN,1777,560
TARJI,0,46
TARNYA,0,5
TELISSA,0,118
TENEKE,0,5
THELISA,0,5
TIESHA,0,2848
TIFINI,0,101
TINIKA,0,564
TIONA,0,1311
TIPHANIE,0,623
TRAVIA,0,208
TRESS,0,23
TRISTINA,0,437
TYIA,0,232
UNDRIA,0,5
UVONKA,0,5
VALYNCIA,0,112
VEDETTE,0,5
VELARIE,0,5
VIRMA,0,11
VONDIA,0,5
WENDRA,0,12
WYNDA,0,5
WYTINA,0,10
YAVONDA,0,43
ZAUNDRA,0,10
ZSA,0,17
CLAYT,20,0
DEMETRICK,700,0
KAHLIL,3549,0
DAX,6496,11
TAURUS,1880,84
AMAR,3600,194
AVID,227,0
JERRAD,1747,0
JERRETT,1194,0
RAHIM,1493,0
YARON,251,0
ZORAN,343,0
ANTAL,8,0
ERAN,565,87
PATRIK,639,0
RAMEL,1425,0
SASCHA,336,1064
ARJUN,7380,0
CAROLS,129,0
CEAN,29,0
DAMAN,649,0
DAMASCUS,98,0
KEELAN,2825,309
MANNIX,417,0
MARRIO,368,0
MARUICE,168,0
MONTRELL,3608,28
RAIF,250,0
RAJA,708,332
RALPHAEL,404,0
REGIONAL,22,0
STEED,62,0
TIMORTHY,12,0
TOMOTHY,119,0
AROLDO,110,0
DAMEON,4062,0
DEMONE,482,0
ELIESER,237,0
EREK,665,0
GORJE,91,0
HARUN,570,0
HUSSEIN,2511,0
JASE,18205,109
JASSEN,266,0
JERAMIE,3352,41
JEROMY,4772,0
JOHNDAVID,1038,0
KELDON,531,0
LAMARCUS,2751,0
LEMANUEL,28,0
NACHUM,196,0
NICHOLAOS,121,0
OBRIAN,444,0
PARTICK,209,0
RAJEEV,503,0
RANJIT,154,0
REMOND,33,0
SHANEN,48,131
SHERARD,537,0
TABER,412,28
THARIN,11,0
THARRON,6,0
THEODOROS,374,0
TOMMASO,454,0
TREMAYNE,3773,39
YUVAL,333,167
AKIM,579,0
ALEKSANDAR,1184,0
ALEXAND,5,0
ANIEL,320,0
ANTONEY,63,0
ANTUAN,1265,0
ARRICK,212,0
CAZZIE,17,0
CHIRS,12,0
CHRITOPHER,341,0
DARVELL,276,0
DELANCEY,28,77
DELVIS,97,0
DENY,140,0
DERIAN,1166,135
DOBBY,5,0
DURRON,40,0
DUSHAWN,435,11
ELIMELECH,802,0
GAMEL,15,0
GENARD,49,0
GUENTER,5,0
GUERIN,62,0
GUILLAUME,318,0
HONDO,58,0
JAMAR,14886,73
JARALD,5,0
JERAD,3782,0
JOHANTHAN,111,0
JONH,155,0
JORDI,2554,171
KAMRON,6105,290
KONSTANTIN,421,0
KORDELL,1475,0
KRISTOFFER,3833,0
LATEEF,848,0
LENNETH,5,0
LEONDRUS,5,0
LESILE,5,45
LEV,1227,13
LEVANCE,10,0
LUISITO,15,0
MUKESH,5,0
NANDO,11,0
ONTARIO,822,0
PACER,78,0
PETROS,601,0
RAIMONDO,12,0
RAJI,117,0
REDERICK,5,0
RONRICO,194,0
RUI,571,20
SERGIE,5,0
SIR,1333,0
SOTIRIOS,253,0
TAIT,1123,16
TELLY,1497,82
THYRONE,5,0
TRAVER,290,0
TRAVON,6245,28
TRIG,152,0
TRYON,34,0
TURAN,31,0
TYMOTHY,268,0
UNDRE,15,0
WALEED,1561,0
WILLILAM,22,0
LARYSSA,0,1208
LYA,0,498
TORINA,0,212
QUETCY,0,51
CHARISMA,0,3425
TRENNY,0,33
SACHA,436,1879
JOSSETTE,0,80
ONDINA,0,15
SHAHNA,0,41
TAMAIRA,0,278
JOSETT,0,32
TRIXY,0,174
ANGELIGUE,0,131
BRITNEY,83,34348
CARETTA,0,47
CHANDREA,0,261
IXCHEL,0,747
LASHANN,0,93
LYTONIA,0,34
MAITE,0,2913
SORINA,0,136
ANISSIA,0,281
CHAUNTEL,0,497
SHILPA,0,573
TAMEKO,0,270
TELISHA,0,1182
ANESSIA,0,149
CARRIANNE,0,294
COSSANDRA,0,20
JAYLA,51,37097
JOLEY,0,334
STEVETTE,0,26
TANIKA,0,4515
WINDEE,0,26
AMENA,0,780
CAILIN,30,3502
CHAUNTE,0,464
DAMONICA,0,183
FAYDRA,0,169
KEISHIA,0,258
LATRINDA,0,46
LETANYA,0,92
LEYA,0,1080
RASHONDA,0,1498
SHANDEL,10,365
SHANISE,0,1466
SIA,5,1215
SUJATA,0,123
TAMEKIA,0,1883
TANETTE,0,60
TENISHA,0,3501
TIMIKO,0,97
TRISTEN,19350,4093
TYNETTE,0,28
ANDREAL,0,112
ANGILIQUE,0,18
AYDA,0,758
CHANTELLA,0,105
CHARMEN,0,38
CHARNELLE,0,471
CHAUNDA,0,123
CHERAE,0,183
DASHAWN,8217,541
JESSILYN,0,628
KIMBELRY,0,35
KIRSTAN,0,478
LAMIA,0,1163
LATORIA,0,2697
LUCYNDA,0,56
MAISHA,0,1737
MALAIKA,0,2035
MARENDA,0,134
MORIAH,94,11499
NISSA,0,1456
PARASKEVI,0,229
RASHEEDAH,0,930
SHANNIN,0,240
SHAUNTEL,10,913
SHAWNTE,102,1383
SHELISE,0,137
SURENA,0,95
TAJA,28,1832
TAMICO,0,85
TOMEKIA,0,709
TOUSHA,0,20
TRICHIA,0,31
TRISTIN,9108,2775
URSLA,0,18
AJA,84,7680
ASHIYA,0,420
ATONIA,0,18
AYMEE,0,418
BELISSA,0,63
CARRIEANNE,0,209
CASSEY,155,1666
CHANDELLE,0,242
CHANDRIKA,0,161
DAWNYEL,0,56
DUSTIE,11,897
IESHA,15,7416
JUILE,0,17
JYOTI,0,228
KAYLIE,0,19720
KAYSHA,0,1201
KEBRA,0,77
KELINDA,0,23
KERIANN,0,967
KERIANNE,0,790
KISTEN,0,29
KORETTA,0,14
KYSHIA,0,35
LACHANDRA,0,496
LAREINA,0,559
LATARA,0,1394
LATREECE,0,175
LATRISE,0,171
LESETTE,0,55
LOHOMA,0,12
LUARA,0,61
LYNNAI,0,7
LYZETTE,0,338
MAGAN,0,2739
MELLISSIA,0,57
MESHIA,0,216
MISA,0,623
MONTICA,0,37
MYLISA,0,101
NATONYA,0,203
NECOLA,0,64
NIKOL,0,826
ONIKA,0,618
RAMONICA,0,118
ROCKELLE,0,234
ROSHA,0,85
ROULA,0,41
SABREENA,0,602
SHALEE,0,1073
SHANEEN,0,321
SHANTELE,0,238
SHANTELLA,0,197
SHAWNTELL,0,495
SHONDELL,262,237
STEHANIE,0,207
TAIA,0,525
TARASA,0,28
TARSHIA,0,123
TEMIKA,0,911
TEZRA,0,56
TOMIA,0,206
TONGELA,0,79
TURINA,0,19
TYRINA,0,132
ZENJA,0,47
ABIGAYLE,5,5810
ADRAINNE,0,13
ALEXANDREA,0,8369
ALIS,5,315
ALITHIA,0,87
ALNISA,0,280
ANABELIA,0,6
ANANDA,86,1563
ANIA,0,2651
ANNESIA,0,21
ANNITTE,0,6
ANTJE,0,16
ARTAVIA,0,443
BRENDELLA,0,6
BRENDY,0,324
CAMIELLE,0,268
CAPRINA,0,69
CELINES,0,176
CHANI,0,596
CHANNIN,60,45
CHANTEA,0,109
CHANTIL,0,221
CHANTY,0,31
CHARONDA,0,187
CHRYSTEL,0,77
CONTRINA,0,168
DELETHIA,0,11
DENSIE,0,19
DEVRI,0,96
DORINNA,0,6
FARRAH,7,10284
GAYLYNNE,0,6
GENEL,0,24
IVELIZ,0,147
JANIEN,0,6
JANIQUE,0,529
JAVONDA,0,278
JENESSA,0,3007
JESSAMYN,5,709
JESSIKA,0,5878
JOESETTE,0,18
JULANA,0,28
KATURAH,0,253
KAYA,523,8031
KEEVA,0,423
KELAINE,0,6
KELLINE,0,6
KENORA,0,106
KILLEEN,0,11
KLARISSA,0,2573
KRISTIEN,41,264
KRISTOL,0,255
LACHANDA,0,328
LAGENIA,0,16
LAINEY,0,7672
LATICE,0,209
LAVONDE,0,6
LESHON,80,28
MALLISA,0,99
MARONDA,0,100
MERISA,0,555
MESHAWN,0,102
MISTYE,0,15
MYRANDA,0,4606
NEELEY,0,383
NEKO,694,193
PHILISA,0,17
PORCIA,0,167
RAEGINA,0,6
RECHEL,0,150
REINALDA,0,11
RESHELLE,0,11
RICHA,0,633
RONDELLA,0,6
SATRINA,0,104
SAVONIA,0,6
SERRINA,0,233
SHANTAL,0,1510
SHAUNTELLE,0,195
SHAWNELLE,0,117
SHAWNETTA,0,255
SHEANA,0,623
SHELLINE,0,11
SHLONDA,0,118
SHONDI,0,22
STACYANN,0,90
STASSA,0,6
TAMIKIA,0,367
